"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131121","131121000074","世田谷区","桜丘区民センター（複合施設）","","","","","","","131121","","東京都世田谷区桜丘5-14-1","東京都","世田谷区","桜丘5丁目","14-1","","35.644782","139.622143","","","","","","","","1560054","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000075","世田谷区","桜丘区民センター（別棟）（複合施設）","","","","","","","131121","","東京都世田谷区桜丘2-22-1","東京都","世田谷区","桜丘2丁目","22-1","","35.645851","139.623679","","","","","","","","1560054","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000076","世田谷区","太子堂区民センター（複合施設）","","","","","","","131121","","東京都世田谷区太子堂1-14-20","東京都","世田谷区","太子堂1丁目","14-20","","35.642897","139.673622","","","","","","","","1540004","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000077","世田谷区","弦巻区民センター（複合施設）","","","","","","","131121","","東京都世田谷区弦巻1-26-11","東京都","世田谷区","弦巻1丁目","26-11","","35.636934","139.651815","","","","","","","","1540016","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000078","世田谷区","宮坂区民センター（複合施設）","","","","","","","131121","","東京都世田谷区宮坂1-24-6","東京都","世田谷区","宮坂1丁目","24-6","","35.647725","139.644755","","","","","","","","1560051","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000079","世田谷区","代田区民センター（複合施設）","","","","","","","131121","","東京都世田谷区代田6-34-13","東京都","世田谷区","代田6丁目","34-13","","35.662869","139.660648","","","","","","","","1550033","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000080","世田谷区","奥沢区民センター（複合施設）","","","","","","","131121","","東京都世田谷区奥沢3-47-8","東京都","世田谷区","奥沢3丁目","47-8","","35.603624","139.672397","","","","","","","","1580083","","","","","","","","","","","","","","","","","","","","","","","","","","","","区分所有・一時移転中"
"131121","131121000081","世田谷区","玉川台区民センター（複合施設）","","","","","","","131121","","東京都世田谷区玉川台1-6-15","東京都","世田谷区","玉川台1丁目","6-15","","35.622935","139.633048","","","","","","","","1580096","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000082","世田谷区","深沢区民センター（複合施設）","","","","","","","131121","","東京都世田谷区深沢4-33-11","東京都","世田谷区","深沢4丁目","33-11","","35.620194","139.65387","","","","","","","","1580081","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000083","世田谷区","鎌田区民センター（複合施設）","","","","","","","131121","","東京都世田谷区鎌田3-35-1","東京都","世田谷区","鎌田3丁目","35-1","","35.622285","139.613512","","","","","","","","1570077","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000084","世田谷区","粕谷区民センター（複合施設）","","","","","","","131121","","東京都世田谷区粕谷4-13-6","東京都","世田谷区","粕谷4丁目","13-6","","35.663097","139.605159","","","","","","","","1570063","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000085","世田谷区","上北沢区民センター（複合施設）","","","","","","","131121","","東京都世田谷区上北沢3-8-9","東京都","世田谷区","上北沢3丁目","8-9","","35.667566","139.625565","","","","","","","","1560057","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000086","世田谷区","烏山区民センター（複合施設）","","","","","","","131121","","東京都世田谷区南烏山6-2-19","東京都","世田谷区","南烏山6丁目","2-19","","35.668837","139.600537","","","","","","","","1570062","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
