"name","address","url","latitude","longitude","source_file"
"野毛図書室","東京都世田谷区野毛2-15-19","","35.603223","139.641631","01_131121_public_facility.csv"
"松沢図書室（複合施設）","東京都世田谷区赤堤5-31-5","","35.665384","139.638033","01_131121_public_facility.csv"
"喜多見図書室（複合施設）","東京都世田谷区喜多見5-11-10","","35.628916","139.601209","01_131121_public_facility.csv"
"図書館カウンター二子玉川","東京都世田谷区玉川1-14-1二子玉川ライズショッピングセンターテラスマーケット2階","","35.610476","139.630099","01_131121_public_facility.csv"
"図書館カウンター三軒茶屋（複合施設）","東京都世田谷区太子堂4-3-1STKハイツ","","35.64337","139.668554","01_131121_public_facility.csv"
"図書館カウンター下北沢","東京都世田谷区北沢2-6-4ミカン下北E-102","","35.661297","139.669171","01_131121_public_facility.csv"
"向井潤吉アトリエ館","東京都世田谷区弦巻2-5-1","","35.63562","139.65548","01_131121_public_facility.csv"
"宮本三郎記念美術館","東京都世田谷区奥沢5-38-13","","35.604428","139.666367","01_131121_public_facility.csv"
"清川泰次記念ギャラリー","東京都世田谷区成城2-22-17","","35.638517","139.600784","01_131121_public_facility.csv"
"世田谷美術館","東京都世田谷区砧公園1-2","","35.631618","139.621689","01_131121_public_facility.csv"
"世田谷文学館","東京都世田谷区南烏山1-10-10","","35.667056","139.608844","01_131121_public_facility.csv"
"郷土資料館","東京都世田谷区世田谷1-29-18","","35.640998","139.647189","01_131121_public_facility.csv"
"平和資料館（せたがや未来の平和館）（複合施設）","東京都世田谷区池尻1-5-27","","35.644306","139.680704","01_131121_public_facility.csv"
"宇奈根考古資料室","東京都世田谷区宇奈根1-8-21","","35.620219","139.603833","01_131121_public_facility.csv"
"宇奈根考古資料室分室","東京都世田谷区宇奈根1-9-3","","35.620361","139.604087","01_131121_public_facility.csv"
"池之上青少年交流センター","東京都世田谷区代沢2-37-18","","35.659367","139.673365","01_131121_public_facility.csv"
"野毛青少年交流センター","東京都世田谷区野毛2-15-19","","35.603223","139.641631","01_131121_public_facility.csv"
"希望丘青少年交流センター「アップス」（複合施設）","東京都世田谷区船橋6-25-1","","35.659021","139.620796","01_131121_public_facility.csv"
"市民大学・生涯大学（複合施設）","東京都世田谷区池尻2-3-11","","35.646608","139.682525","01_131121_public_facility.csv"
"男女共同参画センター“らぷらす”","東京都世田谷区太子堂1-12-40グレート王寿ビル","","35.645246","139.674986","01_131121_public_facility.csv"
"世田谷文化生活情報センター（複合施設）","東京都世田谷区太子堂4-1-1","","35.643681","139.669084","01_131121_public_facility.csv"
"中央図書館プラネタリウム（複合施設）","東京都世田谷区弦巻3-16-8","","35.63769","139.644325","01_131121_public_facility.csv"
"教育総合センター（複合施設）","東京都世田谷区若林5-38-1","","35.65049","139.658976","01_131121_public_facility.csv"
"岡本公園民家園","東京都世田谷区岡本2-19-1","","35.622377","139.617802","01_131121_public_facility.csv"
