全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131024,1.31E+11,中央区,八丁堀かえで川住宅,ハッチョウボリカエデガワジュウタク,,,,,,131024,,東京都中央区八丁堀4-1-4,,,,,,35.674144,139.772964,,,,,,,,1040032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,京橋区民館,キョウバシクミンカン,,,,,,131024,,東京都中央区京橋2-6-7,,,,,,35.676572,139.771319,,,,,,,,1040031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,城東小学校防災拠点倉庫,ジョウトウショウガッコウボウサイキョテンソウコ,,,,,,131024,,東京都中央区京橋2-6-7,,,,,,35.676572,139.771319,,,,,,,,1040031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,知的障害者グループホームフレンドハウス京橋,チテキショウガイシャグループホームフレンドハウスキョウバシ,,,,,,131024,,東京都中央区京橋2-6-7,,,,,,35.676572,139.771319,,,,,,,,1040031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,銀座区民館,ギンザクミンカン,,,,,,131024,,東京都中央区銀座4-13-17,,,,,,35.66944,139.768618,,,,,,,,1040061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,銀座職員住宅,ギンザショクインジュウタク,,,,,,131024,,東京都中央区銀座4-13-17,,,,,,35.66944,139.768618,,,,,,,,1040061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,明石町区民館,アカシチョウクミンカン,,,,,,131024,,東京都中央区明石町14-2,,,,,,35.665783,139.77819,,,,,,,,1040044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,明石町職員住宅,アカシチョウショクインジュウタク,,,,,,131024,,東京都中央区明石町14-2,,,,,,35.665783,139.77819,,,,,,,,1040044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,明石町区民館防災備蓄倉庫,アカシチョウクミンカンボウサイビチクソウコ,,,,,,131024,,東京都中央区明石町14-2,,,,,,35.665783,139.77819,,,,,,,,1040044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,八丁堀区民館,ハッチョウボリクミンカン,,,,,,131024,,東京都中央区八丁堀4-13-12,,,,,,35.674202,139.778992,,,,,,,,1040032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,八丁堀区民館防災備蓄倉庫,ハッチョウボリクミンカンボウサイビチクソウコ,,,,,,131024,,東京都中央区八丁堀4-13-12,,,,,,35.674202,139.778992,,,,,,,,1040032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
